182, مُعْظَمُهَا قَادِرٌ عَلَى إِجْرَاءِ عَمَلِيَّةِ التَّمْثِيلِ الضَّوْئِيِّ
183, حَيْثُ تَسْتَطِيعُ أَنْ تُنْتِجَ زَيْتاً نَبَاتِيّاً
184, تَتِمُّ مُعَالَجَتُهُ كِيمْيَائِيّاً لِلْحُصُولِ عَلَى الدِّيزَلِ الْحَيَوِيِّ
185, الْقَادِرِ عَلَى تَشْغِيلِ كَثِيرٍ مِنَ الْمُحَرِّكَاتِ
186, يَرْوِي رَئِيسُ الْمَجْلِسِ الْإِسْلَامِيِّ كَيْفَ تَحَوَّلَ شَابٌّ دَانِمَارْكِيٌّ بَعْدَ اعْتِنَاقِهِ الْإِسْلَامَ - مِنْ عَاقٍّ لِوَالِدَتِهِ الْعَجُوزِ الَّتِي كَانَ يَشْتِمُهَا وَيُؤْذِيهَا - وَيَضْرِبُهَا - إِلَى حَمَلٍ وَدِيعٍ وَمُطِيعٍ يَعْتَنِي بِهَا
187, مِنْ فِئَةٍ مُهَمَّشَةٍ لَا حُضُورَ فَاعِلاً لَهَا
188, إِلَى فِئَةٍ تَحْتَ الضَّوْءِ لَدَيْهَا مَقَابِرُ خَاصَّةٌ
189, وَأَكْثَرُ مِنْ خَمْسَ عَشْرَةَ مَدْرَسَةٍ إِسْلَامِيَّةٍ مُنْتَشِرَةً فِي الْبِلَادِ - مَدْعُومَةً بِنِسْبَةِ خَمسَةٍ وَثَمَانينَ بِالْمِئَةِ مِنَ الدَّوْلَةِ
190, أَلآنَ وَقَدْ خَارَتْ قُوَاهُ وَاحْدَوْدَبَ ظَهْرُهُ وَتَثَاقَلَتْ مِشْيَتَهُ
191, لَكِنْ بَعْدَ حُصُولِهِمْ عَلَى الْإِذْنِ عَامَ أَلفٍ وَتِسعِ مِئَةٍ وتِسعَةٍ وَثَمانِينْ 
192, عَصَفَتْ بِالْمِنْطَقَةِ تَقَلُّبَاتٌ جَذْرِيَّةٌ - زَلْزَلَتْ كُلَّ شَيْءٍ إِلَّا تَصْمِيمَ هَؤُلاءِ الْقَوْمِ - عَلَى إِنْجَازِ مَشْرُوعِهِمْ
193, وَيَهْدِفُ الْمَشْرُوعُ إِلَى التَّخْفِيفِ مِنِ اسْتِهْلَاكِ الطَّاقَةِ التَّقْلِيدِيَّةِ وَنَقْلِ التَّقْنِيَّةِ - لِأَسْوَاقٍ أُخْرَى خَارِجَ قَطَرَ - وَفْقَ بَيْئَتِهَا
194, دَعَا الْمَعْهَدُ الدَّوْلِيُّ لِلصَّحَافَةِ فِی رِسَالَةٍ مَفْتُوحَةٍ وَجَّهَهَا - لِلرَّئِيسِ الْمِصْرِيِّ عَبْدِ الْفَتَّاحِ السِّيسِي - إِلَى مَنْحِ عَفْوٍ رِئَاسِيٍّ كَامِلٍ لِصَحَفِيِّي الْجَزِيرَةِ الثَّلَاثَة - أَلَّذِينَ قَضَتْ مَحْكَمَةٌ بِسَجْنِهِمْ مُدَداً تَتَرَاوَحُ بَيْنَ سَبْع وَعَشْرِ سَنَوَاتٍ
195, بَعْدَ عَضِّهِ مُدَافِعَ الْمُنْتَخَبِ الْإِيطَالِيِّ جُورْجْيُو كِيلِينِي فِي اللِّقَاءِ الَّذِي جَمَعَ الْمُنْتَخَبَيْنِ قَبْلَ أَيَّامْ
196, وَنَظَراً لِانْخِفَاضِ مُعَدَّلِ اسْتِهْلَاكِ الطَّاقَةِ أَثْنَاءَ السَّفَرِ بِسَبَبِ الْجُلُوسِ الْمُسْتَمِرِّ فِي السَّيَّارَةِ أَوِ الْحَافِلَةِ
197, وَيَنْبَغِي حِفْظُ هَذِهِ الْأَطْعِمَةِ فِي عَبَوَاتٍ مُحْكَمَةِ الْإِغْلَاقِ
198, مِنْهَا أَقْمِشَةٌ وَأَدَوَاتٌ مَعْدَنِيَّةٌ وَخَشَبِيَّةٌ - وَقِنانٍ بْلَاسْتِيكِيَّةٌ وَزُجَاجِيَّةٌ وَأَوْرَاقُ صُحُفٍ
199, تَهْدِفُ لِإِقْناعِ النَّاسِ بِأَنَّ النِّفَايَاتِ لَيْسَتْ جَمِيعُهَا لِلرَّمْيِ
200, وَأَنَّ لَهَا اسْتِعْمَالَاتٍ مُتَعَدِّدَةً وَيُمْكِنُ تَحْوِيلُهَا إِلَى فَنٍّ
201, وَتَتَوَاصَلُ مُعَانَاةُ الزَّائِرِ مِنْ دَاخِلِ الْمَطَارِ إِلَى خَارِجِهِ
202, تُرَافِقُهَا ابْتِسَامَةٌ عَرِيضَةٌ
203, قَبْلَ أَنْ يُصْبِحُوا نُجُوماً وَأَسْعَارُهُمْ تُقَدَّرُ بِعَشَرَاتِ الْمَلَايِينِ مِنَ الدُّولَارَاتِ
204, وَلَمْ يَنْسَ أَغْلَبُ هَؤُلَاءِ جُذُورَهَمْ وَالْمَنَاطِقَ الْفَقِيرَةَ الَّتِي جَاؤُوا مِنْهَا
205, نَتَوَجَّهُ إِلَى مَسْقَطِ رَأَسِ نِيمَارَ
206, إِطْلَالَةٌ عَلَى أَحْوَالِ الطَّقْسِ نُتَابِعُهَا مَعَ خَالِدْ صَالِحْ
207, صَبَاح الْخَيْر خَالِدْ
208, صَبَاحُ الْخَيْرْ إِزْدِهَارْ
209, صَبَاحُ الْخَيْرْ أَعِزَّائِي الْمُشَاهِدِينْ
210, نَبْدَأُ مِنْ مَنْطِقَةِ شِبْهِ الْجَزِيرَةِ الْعَرَبِيَّةِ الَّتِي تَتَأَثَّرُ- بِوُجُودِ امْتِدَادِ مُرْتَفَعٍ جَوِّيٍّ - ضَعِيفٍ - يَعْمَلُ عَلَى هُبُوبِ رِيَاحٍ شَمَالِيَّةٍ غَرْبِيَّةٍ خَفِيفَةِ السُّرْعَةِ - فِي الْمَنَاطِقِ الشَّمَالِيَّةِ
211, أَمْطَارٌ مُتَوَقَّعَةٌ فِي سَلْطَنَةِ عُمَانَ خِلَالَ هَذَا الْيَوْمِ والْأَرْبَع وعِشْرينَ سَاعَتَنِ الْقَادِمَة
212, كَذَلِكَ هُوَ الْحَالُ فِي الْمَدِينَةِ الْمُنَوَّرَةِ - لَكِنْ مَعَ طَقْسٍ غَائِمٍ جُزْئِيّاً
213, وَتَفَوَّقَ عَلَى الْعَدِيدِ مِنَ الْأَبْطَالِ الْعَالَمِيِّينَ وَالْأُولُمْبِيِّينَ
214, خُصُوصاً أَصْحَابَ الْإِخْتِصَاصِ - أَلْفِنْلَنْدِيِّ - تِيرُو - بِيتْكَامَاكِي - أَلَّذِي حَلَّ ثَانِياً - وَالِتْشِيكِي - فِيتْسَلاف فِيسِيلِي - أَلْخَامِسِ - سِتَّةٌ وَثَمانونَ مِتْراً وثَلَاثَةٌ وَسِتِّونَ سَنتِمِتراً - واحِدٌ وَثَمانُونَ مِتْراً وثَلاثَةٌ وَأَربَعُونَ سَنتِمِتراً - وَالنَّرْوِيجِيِّ - أَنْدْرِياس - ثُورْكِيلْدسِن - ثَمانُونَ مِتْراً وتِسعَةٌ وَسَبعُونَ سَنتِمِتراً - أَلَّذِي اكْتَفَى بِالْمَرْكَزِ السَّابِعِ
215, وَشَهِدَ اللِّقَاءُ تَسْجِيلَ ثَلَاثَةِ أَرْقَامٍ عَالَمِيَّةٍ فِي مُنَافَسَاتِ الرِّجَالِ
216, أَوَّلُهَا عَنْ طَرِيقِ الْعَدَّاءِ الْجَامَايْكِيِّ - هَانْسِل - بَّارْشْمَانْت - فِي سِبَاقِ المِئَةِ وَالعَشرَةِ أَمْتَارٍ
217, يَوْمُ التَّخَرُّجِ هُوَ لَدَى الْخِرِّيجِينَ يَوْمُ نِهَايَةٍ وَبِدَايَةٍ
218, إِنَّهُ يَوْمٌ يَسْتَرْجِعُ فِيهِ الشَّبَابُ التَّضْحِيَاتِ الَّتِي بَذَلَتْهَا أُسَرُهُمْ مِنْ أَجْلِهِمْ
219, بَلْ إِنَّ الْبَعْضَ يَعْتَبِرُهُ طَبَقاً مُهِمّاً يَجِبُ أَنْ لا يَغِيبَ عَنِ الْمَائِدَةِ - سَوَاءً عَلَى الْإِفْطَارِ أَوِ السَّحُورِ
220, كَمَا أَنَّهُ يُعْطِي الْجِسْمَ الْأَلْيَافَ الْغِذَائِيَّةَ الَّتِي تُسَاعِدُ الشَّخْصَ عَلَى الشُّعُورِ بِالشِّبَعِ - وَتُحَفِّزُ حَرَكَةَ الْأَمْعَاءِ
221, فَإِنَّ لَنْدُنْ فِيهَا إِثنَانِ وَسَبعُونَ مِلْيَارْدِيراً - مِنْ أَصْلِ مِئَةٍ وَأَربَعَةَ مِلْيَارْدِيرَات فِي عُمُومِ بريِطَانْيَا
222, مُنْذُ ارْتَفَعَتْ قُبَّتُهُ الْوَاسِعَةُ وَفُسَيْفِسَاؤَهُ الذَّهَبِيَّةُ فَوْقَ اسْطَنْبُول فِي الْقَرْنِ السَّادِس
223, وَهُوَ أَكْثَرُ بِنَاءَاتِ تُرْكْيَا جَذْباً لِلزُّوَارِ بِحَالَتِهِ - أَلَّتِي تَرْمِزُ لِلطَّابِعِ الْعِلْمَانِيِّ - لِلدَّوْلَةِ التُّرْكِيَّةِ الْحَدِيثَةِ
224, غَيْرَ أَنَّ عَشَرَاتِ الْآلَافِ مِنَ الْمُسْلِمِينَ الَّذِينَ صَلَّوْا بِالْمَكَانِ - أَلسَّبْتَ الْمَاضِي - يَأْمَلُونَ أَنْ يَعُودَ مَسْجِداً مَرَّةً أُخْرَى
225, إِنَّهُ حُلْمٌ يَرَوْنَ أَنَّ بِإِمْكَانِ رَئِيسِ الْوُزَرَاءِ - رَجَبْ طَيِّبْ أَرْدُوغَانْ تَحْقِيقَهُ
226, وَكَانَ صُنْدُوقُ وِصَال كَابِيتَال - قَدْ أَعْلَنَ الشَّهْرَ الْمَاضِيَ عَنِ اسْتِثْمَارِ أَحَدَ عَشَرَ فَاصلَة عَشَرَة - مِلْيَارْ دُولَارْ - لِتَطْوِيرِ الشَّطْرِ الثَّانِي مِنْ هَضَبَةِ نَهْرِ - بُورَقْرَاقْ - أَلَّذِي يَفْصِلُ الرِّبَاطَ عَنْ جَارَتِهَا سَلَا
227, فَضْلاً عَنْ نَبَرَاتِ الصَّوْتِ
228, لِكَيْ يَتَمَكَّنَ الزَّبَائِنُ مِنَ التَّفَاعُلِ مَعَ رُوبُوتٍ ذِي مَشَاعِرَ
229, أَلَّذِي يُوافِقُ يَوْمَ الرَّابِعَ عَشرَ يُونْيُو حُزَيْرَانْ
230, وَوَفْقَ مَسْؤُولِينَ وَقِيَادَاتٍ دِينِيَّةٍ
231, فَإِنَّ هَذَهِ الْخِدْمَةُ بَاتَتْ تَلْعَبُ دَوْراً كَبِيراً فِي تَوْجِيهِ الشَّبَابِ الْمُسْلِمِ - وَدَمْجِهِمْ فِي الْمُجْتَمَعْ
232, كَمَا يُقَدِّمُ الْإِرْشَادَاتِ لِلْمُسْلِمِينَ الَّذِينَ يُوَاجِهُونَ مَشَاكِلَ - أَوْ يَمُرُّونَ بِضُغُوطٍ وَأَزَمَاتٍ حَيَاتِيَّةٍ
233, وَحَصَلَتْ هَذِهِ الْخِدْمَةُ الْهَاتِفِيَّةُ الْمُوَجَّهَةُ لِلْمِسْلِمِينَ فِي بِرْلِينَ وَالْمُدُنِ الْأُخْرَى - عَلَى أَرْبَعِ جَوَائِزَ حُكُومِيَّةٍ وَمُجْتَمَعِيَّةٍ
234, نَحْنُ نُبْهِجُ النَّاسَ
235, وَنَنْقُلُ تُرَاثَ الْآبَاءِ وَالْأَجْدَادِ
236, وَنَطْلُبُ رِزْقَنَا
237, مُلَخِّصاً قِصَّتَهَا فِي ثَلَاثِ كَلِمَاتٍ - أَلْفَنُّ - وَالرِّسَالَةُ - وَالْعَائِدُ الْمَادِّيُّ
238, تَزْدَحِمُ السَّيَّارَاتُ أَمَامَ الْمَشَارِيعِ الصَّغِيرَةِ الَّتِي يَتَنَافَسُ - أَصْحَابُهَا فِي الظَّفَرِ بِزَبُونٍ
239, تَبْدَأُ حَرَكَةُ الْمُرُورِ عَلَى طَرِيقِ نْوَاكْشُوطْ أَكْجُوجَتَ - أَلْإِزْدِحَامَ الَّذِي يَصِلُ حَدَّ الْإِخْتِنَاقِ
240, مِمَّا يَزِيدُ الْأَمْرَ تَعْقِيداً
241, الطَّرِيقُ يَكَادُ يَخْتَفِي إِسْفَلْتُهُ بِسَبَبِ زَحْفِ الرِّمَالِ وَقِلَّةِ الصِّيَانَةِ - وَتَكْتَنِفُهُ الْكُثْبَانُ الرَّمْلِيَّةُ الْعَالِيَةُ
242, وَفِي تَقْرِيرٍ لَهَا أَوْضَحَتْ أَنَّ نَحْوَ ثَمَانِمِئَةٍ مِلْيُونٍ يُعَانُونَ مِنْ نَقْصٍ فِي مَصَادِرِ الْمِيَاهِ الْآمِنَةِ وَالْمُسْتَدَامَةِ
243, وَأَشَارَ إِلَى أَنَّ أَكْثَرَ مِنْ ثُلُثَيِّ اسْتِخْدَامِ الْمِيَاهِ فِي الْعَالَمِ - مُوَجَّهٌ لِلزِّرَاعَةِ
244, الْإِسْمُ الْمُفْرَدُ الْمُنْصَرِفُ مِثْلَ - مَرَرْتُ بِزَيْـدٍ فِي الْمَدْرَسَـةِ
245, جَمْعُ التَّكْسِيرِ الْمُنْصَرِفُ مِثْلَ - عَلَى الطُّلابِ أَنْ يُكْثِرُوا مِنْ مُطالَعَةِ الْكُتُـبِ
246, أَلْإِسْمُ الْمُثَنَّى مِثْلَ - بُرُورُ الْوَالِدَيْـنِ وَاجِبٌ عَلَى الْأَوْلَادِ
247, أَوْ عَرْشِ الْمَلِكَةِ بِلْقِيسْ كَمَا يُسَمِّيهِ الْبَعْضُ
248, وَالْبِئْرُ الْمُقَدَّسَةُ الَّتِي تَتَوَسَّطُ بَاحَتَهُ
249, هُنَاكَ تَنْتَصِبُ سِتَّةُ أَعْمِدَةٍ يَصِلُ طُولُ الْوَاحِدِ مِنْهَا - إِلَى أَكْثَرَ مِنْ اثْنَيْ عَشَرَ مِتْراً
250, يَقَعُ هَذَا الْمَعْبَدُ جَنُوبِيَ مَدِينَةِ مَأْرِبَ التَّارِيخِيَّةِ
251, حَيْثُ يُمَثِّلُ أَضْخَمَ الْمَعَابِدِ الْيَمَنِيَّةِ قَبْلَ الْإِسْلَامِ
252, بِاعْتِبَارِهِ الْمَعْبَدَ الْقَوْمِيَّ لِعِبَادَةِ الْقَمَرِ
253, بِهَدَفِ رَبْطِ الشَّبَابِ الْعُمَانِيِّ بِمَوْرُوثِهِ وَأَمْجَادِهِ الْبَحْرِيَّةِ الْقَدِيمَةِ
254, وَمَعَارِضُ لِصَنَاعَاتٍ حِرَفِيَّةٍ - بَحْرِيَّةٍ وَمَخْطُوطَاتٌ بَحْرِيَّةٌ قَدِيمَةٌ - وَصُوَرٌ لِهُوَاةِ التَّصْوِيرِ الْبَحْرِيِّ
255, وَأَلْعَاباً شاطِئِيَّةً تُرَاثِيَّةً
256, وَبُطُولَاتِ - أَلتْرَاياثْلُونْ
257, وَمَدْرَسَةً مُصَغَّرَةً لِلْإِبْحَارِ الشِّرَاعِيِّ
258, وَيُوجَدُ بِجَامِعِ الْقَرَوِيِّينَ سَبعَةَ عَشَرَ بَاباً
259, يَتَحَلَّقُونَ فِي حَلَقَاتٍ حَوْلَ الْكَرَاسِي أَلْعِلْمِيَّةِ الْمُتَخَصِّصَةِ
260, بِمَعَالِمَ فِكْرِيَّةٍ غَزِيرَةٍ تَنْتَقِلُ بَيْنَ التَّارِيخِ وَالسِّيَاسَةِ وَالثَّوْرَاتِ - وَمَوَاقِفِ الْأَفْرَادِ وَالْأُمَمِ مِنْهَا
261, الَّذِي أَشْرَفَ عَلَى تَعْلِيمِهِ وَتَوْجِيهِهِ وَتَثْقِيفِهِ
262, وَشَارَكَهُ لَاحِقاً مَرَارَةَ السَّجْنِ وَالِاضْطِهَادِ السِّيَاسِيِّ
263, فَعَمِلَ مُدَرِّساً فِي جَامِعَاتِهَا وَأَشْرَفَ عَلَى الْعَدِيدِ مِنَ الرَّسَائِلِ الجَّامِعِيَّةِ - أَلَّتِي رَسَّخَتِ الْعَلَاقَةَ بَيْنَ مَدْرَسَةِ الشَّيْخْ مُحَمَّدْ بْنْ عَبْدِ الْوَهَّابِ - وَبَيْنَ الْقَضَايَا الْفِكْرِيَّةِ الْمُعَاصِرَةِ
264, حِينَمَا نَنْظُرُ لِتَاجْ مَحَلِّ أَوْ بُرْجَ إِيفِلَ - أَوْ أَيِّ هَنْدَسَةٍ مِعْمَارِيَّةٍ فَذَّةٍ
265, تَتَبَادَرُ إِلَى الذَّهْنِ عَبْقَرِيَّةُ الْمُهَنْدِسِ الَّذِي صَمَّمَ وَأَدَارَ الْمَشْرُوعَ لِيَنْطَبِعَ عَلَى أَرْضِ الْوَاقِعِ
266, فَهُنَاكَ مَثَلاً - أَلنَّحْلُ - أَلَّتِي تَبْنِي بُيُوتاً سُدَاسِيَّةَ الشَّكْلِ
267, كَشَفَتْ دِرَاسَةٌ أَمِرِكِيَّةٌ أَنَّ الْمَشَاعِرَ الْأَسَاسِيَّةَ السِّتَّ - سَعِيدٌ وَحَزِينٌ وَخَائِفٌ وَغَضْبانُ وَمُنْدَهِشٌ وَمُشْمَئِزٌّ- لَا تُغَطِّي كُلَّ التَّعَابِيرِ الَّتِي تَظْهَرُ عَلَى الْوَجْهِ - كَمَا كَانَ يُعْتَقَدُ
268, بَعْضُهَا مُعَقَّدٌ مِثْلَ مُشْمَئِزٌ بِسَعَادَةٍ - وَغَضْبانُ بِحُزْنٍ
269, يُعَدُّ الْعِلَاجُ بِالْأَحْجَارِ الْكَرِيمَةِ مِنَ الطُّرُقِ السَّائِدَةِ فِي الشَّرْقِ الْقَدِيمْ
270, حَيْثُ كَانَ الْعَرَبُ أَوَّلَ مَنْ عَرَفَ قِيمَتَهَا الْعِلَاجِيَّةَ فِي الْقَرْنِ الْعَاشِرِ قَبْلَ الْمِيلَادِ - فِي مَمْلَكَةِ سَبَأْ
271, فَطَلَبَهَا الْفَرَاعِنَةُ لِلزِّينَةِ وَالتَّبَرُّكِ وَالْعِلَاجِ
272, مِنْ نَاحِيَتِهِ أَشَارَ الْمُحَافِظُ الْعَامُّ لِلْمَعْرَضِ
273, إِلَى أَنَّ خُطُوطْ - هُوَ الْمَعْرَضُ الرَّابِعُ الَّذِي تُنَظِّمُهُ - مِصْرُ فِي فَنِّ الْفُوتُغْرَافْيَا - مُنْذُ ثَوْرَةِ الْخَامِسِ وَالْعِشرِينَ مِنْ يَنَايِرْ - كَانُونَ الثَّانِي - أَلفَينِ وَأَحَدَ عَشَر - وَحَتَّى الْآنْ
274, أَمَّا فِي الْجَانِبِ الْإِسْرَائِيلِيِّ - فَبَلَغَتْ تَكْلِفَةُ الْعَمَلِيَّاتِ الْعَسْكَرِيَّةِ عَلَى غَزَّة - وَالْخَسَائِرِ النَّاتِجَةِ عَنْهَا - خَمْسَةَ مِلْيَارَاتِ دُولَارْ
275, كَمَا يَنْبَغِي أَنْ تَخْلُوَ مِنْ مُسَبِّبَاتِ الْإِزْعَاجِ - كَالتِّلْفَازِ وَالْحَاسُوبِ
276, عَلَى أَيَّبْدَأَ الْمَسْحُ فِعْلِيّاً فِي الرُّبْعِ الثَّالِثِ مِنَ الْعَامِ - وَيَتِمَّ الْإِنْتِهَاءُ مِنْهَا فِي مُدَّةٍ لَا تَتَجَاوَزُ أَرْبَعَةً وَعِشرِينَ شَهْراً
277, يَسْتَعِدُّ الْفِلَسْطِينِيُّونَ وَالْإِسْرَائِيلِيُّونَ لِاسْتِئْنَافِ مُبَاحَثَاتِ التَّهْدِئَةِ صَبَاحَ الْأَحَدِ فِي الْقَاهِرَةِ
278, عَلَى أَمَلِ التّوَصُّلِ إِلَى اتِّفَاقٍ لِوَقْفٍ دَائِمٍ لِإِطْلَاقِ النَّارِ فِي غَزَّة
279, أَمَّا الرِّيَاضِيُّونَ الْقَادِمُونَ مِنْ تِلْكَ الْمَنَاطِقِ وَالْمُشَارِكُونَ فِي أَلْعَابٍ أُخْرَى - فَسَيَخْضَعُونَ لِفُحُوصٍ لِلْإِطْمِئْنَانِ عَلَى حَالَتِهِمُ الصِّحِّيَّةِ أَثْنَاءَ الدَّوْرَةِ
280, تَمَكَّنَ أَتْلِتيِكُو بِقِيَادَةِ الْأَرْجَنْتِينِي - دْيِيغُو - سِيمْيُونِي - مِنْ هَزِيمَةِ نَادِي إِيْبَارْ الصَّاعِدِ حَدِيثاً - إِلَى الدَّوْرِي الْمُمْتَازِ - بِهَدَفَيْنِ مُقَابِلَ هَدَفٍ وَاحِدٍ - عَلَى مَلْعَبِ - فِيثْنِتِي كَالْدِيرُون - بِمَدْرِيدَ فِي الجَّوْلَةِ الثَّانِيَةِ - أَلَّتِي انْطَلَقَتِ الجُّمْعَةَ بِمُبَارَاتَيْنْ
281, وَسَجَّلَ هَدَفَيْ - أَبْنَاءِ الْمُدَرِّبِ سِيمْيُونِي - كُلٌّ مِنَ الْبَرَازِيلِيِّ - جُوَاوْ مِيرَانْدَا - وَالْكْرُوَاتِيِّ - مَارْيُو مَانْدِزُوكِيتْشْ - بِضَرْبَتَيْنِ رَأْسِيَّتَيْنِ
282, وَبَاتَ أَتْلِتِيكُو مَدْرِيدْ فِي صَدَارَةِ التَّرْتِيبِ الْعَامِّ بِأَرْبَعِ نِقَاطٍ
283, لِكِنَّهُ يَتَأَخَّرُ بِفَارِقِ الْأَهْدَافِ عَنْ كُلٍّ مِنْ فَالَنْسْيَا - وَسِلْتَا فِيغُو - وَإِشْبِيلِيَة
284, وَيَقُولُ الْمُنَظِّمُونَ إِنَّهُمْ بَاعُوا الْعَامَ الْمَاضِي أَكْثَرَ مِنْ عَشَرَةِ آلَافِ تَذْكِرَةٍ - لِزُوَارِ الْمَهْرَجَانِ
285, وَقَالَ مُدِيرُ الْمَهْرَجَانِ فِيتُونْ نُوركورَارِي - نُحَاوِلُ أَنْ نَقُولَ لِلنَّاسِ إِنَّ - كُوسُوفُو مَكَانٌ آمِنٌ - وَغَالِبِيَّتُهُمْ يَقْتَنِعُونَ عِنْدَمَا يَأْتُونَ هُنَا
286, وَأَشَارَ عُصْفُورْ إِلَى أَنَّ أَوَّلَ كِتَابٍ أَصْدَرَهُ مَحْفُوظْ - هُوَ تَرْجَمَةٌ لِكِتَابِ قِسٍّ بْرِيطَانِيٍّ - كَانَ يَتَحَدَّثُ عَنْ تَارِيخِ مِصْرَ الْقَدِيمَةِ
287, مِنْهَا خَمْسُمَائَةِ سَرِيرِ عِنَايَةٍ مُرَكَّزَةٍ
288, وَتُرَكِّزُ الْإِجْرَاءَاتُ الصِّحِّيَّةُ الْجَدِيدَةُ - عَلَى التَّأَكُّدِ مِنْ تَطْعِيمِ الْقَادِمِينَ مِنْ دُوَلِ الْحِزَامِ الْأَفْرِيقِيِّ
289, كَمَا تَشْمَلُ الْإِجْرَاءَاتُ الصِّحِّيَّةُ تَكْثِيفَ الْوَعْيِ الصِّحِّيِّ - لَدَى الْحُجَّاجِ وَتَثْقِيفِهِمْ - لِمَعْرِفَةِ مَا يُمْكِنُ أَنْ يَكُونَ بَوَادِرَ عَدْوَى
290, حَذَّرَتْ أَلجَّمْعِيَّةُ الْأَلْمَانِيَّةُ لِطِبِّ الْعُيُونِ - مِن أَّنَّ التَّوَتُّرَ الْعَصَبِيَّ قَدْ يُؤْذِي الْعَيْنَ - وَيُصِيبُهَا مَثَلاً بِالْمَرَضِ الْمَعْرُوفِ بِـاعْتِلَالِ الشَّبَكِيَّةِ النُّضْحِيِّ الْمَرْكَزِيّْ
291, وَتَتَمَثَّلُ أَعْرَاضُ هَذَا الْمَرَضِ فِي ظُهُورِ بُقْعَةٍ رَمَادِيَّةِ اللَّوْنِ - فِي مَجَالِ الْبَصَرِ
292, وَأَضَافَتْ أَلْجَمْعِيَّةُ أَنَّ الْفُحُوصَاتِ سَجَّلَتْ وُجُودَ نِسْبَةٍ عَالِيَّةٍ - مِنْ هُرْمُونِ التَّوَتُّرِ - أَلكُورْتِيزُول - فِي الدَّمِ - لَدَى الْمُصَابِينَ بِهَذَا الْمَرَضِ
293, كَشَفَتْ بَيَانَاتُ مُؤَسَّسَةِ الْإِحْصَاءِ التُّرْكِيَّةِ - أَنَّ قِطَاعَ السِّيَاحَةِ حَقَّقَ زِيَادَةً فِي الْعَائِدَاتِ - بِنِسْبَةِ سَبعَة فَاصِلَة تِسعَة بِالمِئَة خِلَالَ الرُّبْعِ الثَّانِي - مِنْ عَامِ أَلفَينِ وَأَربَعَةَ عَشَرَ قِيَاساً بِالْفَتْرَةِ ذَاتِهَا - مِنَ الْعَامِ الْمَاضِي
294, وَيُعْزَى هَذَا إِلَى جُمْلَةٍ مِنَ الْعَوَامِلِ الدَّاخِلِيَّةِ وَالْخَارِجِيَّةِ
295, أَبَرْزُوْهَا - تَطَوُّرُ أَنْمَاطٍ سِيَاحِيَّةٍ - غَيْرِ تَقْلِيدِيَّةٍ
296, وَاتِّبَاعُ سِيَاسَاتٍ تَشْجِيعِيَّةٍ لِلزُّوّارِ
297, وَتَعَثُّرِ السِّيَاحَةِ فِي الدُّوَلِ الْمُجَاوِرَةِ 
298, مِنْهَا - عُيُونُ الْحَرَمِيَّة - لِلْمُخْرِجَةِ الْفِلَسْطِينِيَّةِ نَجْوَى نَجَّارْ
299, وَالْقَمَرُ الْأَحْمَرُ - لِلْمَغْرِبِيِّ - حَسَنْ بِنْجَلُّونْ
300, وَتِمْبُكْتُو - لِلْمُورِيتَانِيِّ - عَبْدِ الرَّحْمَنْ - سِيسَاكُو
301, أَصْبَحَ بِإِمْكَانِكَ مُمَارَسَةُ التَّمَارِينِر بَدَنِيَّةِ - دُونَ أَنْ تَضْطَرَّ إِلَى الذَّهَابِ إِلَى قَاعَةِ الرِّيَّاضَةِ
302, وَذَلِكَ بِفَضْلِ التَّطْبِيقَاتِ الْإِلِكْتْرُونِيَّةِ الْمُتَوَفِّرَةِ عَلَى الْهَوَاتِفِ الذَّكِيَّةِ - وَالْأَجْهِزَةِ اللَّوْحِيَّةِ
303, إِنَّ التَّقَدُّمَ الَّذِي أَحْرَزَتْهُ وَرْشَةَ حَوْضِ وِرْزَزَاتْ فِي جَنوبِ الْبِلادِ - سَيَسْمَحُ بِدُخُولِ الْمَحَطَّةِ - نُورْ وَاحِدْ - حَيِّزَ الْعَمَلِ الْعَامَ الْمُقْبِلَ - كَمَا يَنُصُّ عَلَيْهِ الْبَرْنَامَجُ
304, وَأَوْضَحَ بَكُورِي أَنَّ الْمَشَارِيعَ الطَّمُوحَةَ الَّتِي تَرْمِي - إِلَى إِنْتَاجِ أَلفَيّْ مِيغَاوَاتٍ مِنَ الطَّاقَةِ الشَّمْسِيَّةِ - بِحُلُولِ عَامِ أَلفَينِ وَعِشرِين - تَتَقَدَّمُ بِطَرِيقَةٍ مُرْضِيَةٍ
305, بَعْدَ رِحْلَةٍ اسْتَغْرَقَتْ مِلْيَارَاتِ السِّنِينِ - مُنْذُ نَشْأَةِ النِّظَامِ الشَّمْسِيِّ
306, لَكِنَّ الْبِدَايَةَ سَادَهَا حِرْصٌ مِنَ الطَّرَفَيْنِ - خَوفاً مِنْ تَلَقِّي هَدَفٍ مُبَكِّرٍ
307, بَيْنَمَا عَمِلَ الْمُنْتَخَبُ الْقَطَرِيُّ عَلَى تَأْمِينِ مَنْطِقَةِ دِفَاعِهِ - وَتَشْكِيلِ هَجَمَاتٍ مُنْتَظَمَةٍ عَلَى الْمُنَافِسِ
308, وَتَحْتَضِنُ مَدِينَةُ الْجَدِيدَة - أَلْكَثِيرَ مِنَ الْجَمْعِيَّاتِ الْمُهْتَمَّةِ - بِتَرْبِيَّةِ الْخُيُولِ
